experiment,ablation,removed_type,removed_name,removed_group,num_features,acc_mean,acc_std,bacc_mean,bacc_std,prec_mean,prec_std,rec_mean,rec_std,f1_mean,f1_std,spec_mean,spec_std,auc_mean,auc_std
3Class_ND_ED_MD,feature_minus_pose_Tx,feature,pose_Tx,POSE,38,0.6879396506136567,0.025774701577410655,0.6879396506136569,0.025774701577410634,0.7030280546589511,0.030353447174109604,0.6879396506136569,0.025774701577410634,0.6889249728729205,0.025697381012456624,0.8439698253068284,0.01288735078870526,0.847155172208956,0.019526426072427737
3Class_ND_ED_MD,feature_minus_pose_Ty,feature,pose_Ty,POSE,38,0.6880291198631252,0.031728243731572646,0.6880291198631253,0.03172824373157264,0.7036879270490747,0.03518786474377042,0.6880291198631253,0.03172824373157264,0.6889272227984703,0.032023808416994766,0.8440145599315626,0.01586412186578632,0.8505621496580875,0.020385667584143126
3Class_ND_ED_MD,feature_minus_pose_Tz,feature,pose_Tz,POSE,38,0.6877545764546372,0.029706049986431265,0.6877545764546373,0.0297060499864313,0.7025404266384954,0.03316477749037738,0.6877545764546373,0.0297060499864313,0.6883135614923431,0.02986025959657007,0.8438772882273187,0.014853024993215676,0.8466972587135377,0.019679061553342054
3Class_ND_ED_MD,feature_minus_pose_Rx,feature,pose_Rx,POSE,38,0.6881030722943027,0.03024035586812167,0.6881030722943027,0.0302403558681217,0.7037188421479943,0.0340789735247899,0.6881030722943027,0.0302403558681217,0.688788209902564,0.030388351923589126,0.8440515361471512,0.015120177934060832,0.8483976900886219,0.02046329258645715
3Class_ND_ED_MD,feature_minus_pose_Ry,feature,pose_Ry,POSE,38,0.6918678460075209,0.028317216195932405,0.6918678460075209,0.028317216195932454,0.7075529195452152,0.032991811547332626,0.6918678460075209,0.028317216195932454,0.6926951340876193,0.028020205750165197,0.8459339230037605,0.014158608097966197,0.8461900832428857,0.019686591768530156
3Class_ND_ED_MD,feature_minus_pose_Rz,feature,pose_Rz,POSE,38,0.691074546889715,0.03006193191064508,0.691074546889715,0.030061931910645132,0.7062733799055163,0.03572576755524174,0.691074546889715,0.030061931910645132,0.6916420153466818,0.030752623962501068,0.8455372734448575,0.01503096595532257,0.8474179407432082,0.021411562190400392
3Class_ND_ED_MD,feature_minus_Speed,feature,Speed,VEHICLE,38,0.6797975080996924,0.02586033015495356,0.6797975080996925,0.02586033015495354,0.694616671562803,0.032027182333782024,0.6797975080996925,0.02586033015495354,0.6804674962047716,0.026289213394917257,0.839898754049846,0.012930165077476746,0.8430525083678905,0.01780029354408974
3Class_ND_ED_MD,feature_minus_Acceleration,feature,Acceleration,VEHICLE,38,0.6910373311174324,0.024992017103361467,0.6910373311174323,0.024992017103361512,0.706141822105957,0.02845006064005281,0.6910373311174323,0.024992017103361512,0.691753434930531,0.02471601611992147,0.8455186655587162,0.012496008551680792,0.8482212672365715,0.0220002474436195
3Class_ND_ED_MD,feature_minus_Brake,feature,Brake,VEHICLE,38,0.6892805559796973,0.029382971741489315,0.6892805559796973,0.029382971741489298,0.7043260957799211,0.03405186306561377,0.6892805559796973,0.029382971741489298,0.6896757734022948,0.029458822959413756,0.8446402779898486,0.014691485870744663,0.8497825960923754,0.01879154181820818
3Class_ND_ED_MD,feature_minus_Steering,feature,Steering,VEHICLE,38,0.6808136022180207,0.030368489918566936,0.6808136022180207,0.030368489918566936,0.6970397953061546,0.03477650029138222,0.6808136022180207,0.030368489918566936,0.6811225055832051,0.03091725002273514,0.8404068011090103,0.015184244959283482,0.8445556680217873,0.021779602429950654
3Class_ND_ED_MD,feature_minus_LaneOffset,feature,LaneOffset,VEHICLE,38,0.686305290335478,0.03137633916056426,0.686305290335478,0.0313763391605643,0.701887551418943,0.033438211116662286,0.686305290335478,0.0313763391605643,0.6869312950807566,0.03172815058579508,0.843152645167739,0.015688169580282157,0.846415891966944,0.022593009540966904
3Class_ND_ED_MD,feature_minus_gaze_0_x,feature,gaze_0_x,GAZE,38,0.6847633748043309,0.0347758604746591,0.6847633748043309,0.03477586047465909,0.699493280002285,0.03862616413818401,0.6847633748043309,0.03477586047465909,0.6853808187958781,0.035114635133479004,0.8423816874021653,0.01738793023732952,0.8468520327126983,0.02208386001314509
3Class_ND_ED_MD,feature_minus_gaze_0_y,feature,gaze_0_y,GAZE,38,0.6910567160980449,0.030579902867584517,0.6910567160980448,0.03057990286758445,0.7063128005014564,0.034293580924123,0.6910567160980448,0.03057990286758445,0.691680903381304,0.030893045753462474,0.8455283580490225,0.01528995143379223,0.8515067440349364,0.020418507411634527
3Class_ND_ED_MD,feature_minus_gaze_0_z,feature,gaze_0_z,GAZE,38,0.6868750517579022,0.028345644194081206,0.6868750517579022,0.028345644194081157,0.7019831449291005,0.03254836732664876,0.6868750517579022,0.028345644194081157,0.6875214286477067,0.02852989961966426,0.8434375258789512,0.014172822097040579,0.8479057916597446,0.0193134591268564
3Class_ND_ED_MD,feature_minus_gaze_1_x,feature,gaze_1_x,GAZE,38,0.6901824980023961,0.028183792603616926,0.6901824980023961,0.02818379260361687,0.7042717732190596,0.03180421558056086,0.6901824980023961,0.02818379260361687,0.691052642614401,0.028553546960153046,0.845091249001198,0.014091896301808479,0.8516299107214538,0.01889332841191971
